,Day,Hour,Load,U1,U2,U3
28,Friday,04,1.5036243998763477,0.547285632073662,1.3397986134037636,0.0
29,Monday,04,1.4798528790163334,0.4304623057740265,1.3380653681082866,0.0
30,Saturday,04,1.4986909260672894,0.39391904853251486,1.3100858369098713,0.0
31,Sunday,04,1.4837769464194464,0.43190101668904657,1.2068339385935951,0.0
32,Thursday,04,1.4929373095534009,0.45894878189142535,1.3662925057774844,0.0
33,Tuesday,04,1.4928489864928804,0.48542106272779595,1.3313799933971606,0.0
34,Wednesday,04,1.4895666131621188,0.44513715710723195,1.2806560392397301,0.0
35,Friday,05,1.4812786655647312,0.5297333589104163,1.3397986134037636,0.0
36,Monday,05,1.457343116163751,0.47017072702858237,1.297457906899967,0.0
37,Saturday,05,1.470692515882379,0.4267216573949741,1.2717068339385935,0.0
38,Sunday,05,1.458302052249399,0.44513715710723195,1.2068339385935951,0.0
39,Thursday,05,1.4736324120396949,0.43880682908114327,1.3395510069329812,0.0
40,Tuesday,05,1.4701625775192575,0.48944945328985234,1.3301419610432486,0.0
41,Wednesday,05,1.4678328314841067,0.44326683291770574,1.3075567136725934,0.0
42,Friday,06,1.46882511403138,0.5498753117206983,1.3628260151865301,0.02923076923076923
43,Monday,06,1.4440063340251972,0.5081526951851141,1.398481346979201,0.00923076923076923
44,Saturday,06,1.451072178866815,0.45233071168233263,1.3137999339716078,0.009230769230769232
45,Sunday,06,1.440347235803645,0.4367926338001151,1.192967976229779,0.012307692307692308
46,Thursday,06,1.45865534449148,0.49635526568194904,1.4291845493562232,0.026153846153846156
47,Tuesday,06,1.4567753250604067,0.4998081718779973,1.3199900957411685,0.01846153846153846
48,Wednesday,06,1.454733980855526,0.477734235838974,1.3758430410790925,0.017142857142857144
49,Friday,07,1.4686863206505625,0.4914636485708805,1.3521789369428854,0.1476923076923077
50,Monday,07,1.4435268659823732,0.47276040667561864,1.410366457576758,0.08307692307692308
51,Saturday,07,1.4434763956620758,0.4203913293688855,1.3199900957411685,0.1323076923076923
52,Sunday,07,1.4311994902497651,0.4019758296566277,1.1231429514691318,0.14153846153846156
53,Thursday,07,1.458857225772669,0.48570880491079993,1.3583690987124464,0.1523076923076923
54,Tuesday,07,1.4498104208593834,0.46873201611356224,1.2432320897986135,0.1123076923076923
55,Wednesday,07,1.4549683073426205,0.4587638047737798,1.3723942366646227,0.12571428571428572
56,Friday,08,1.4774807739623617,0.5334740072894687,1.445526576427864,0.46
57,Monday,08,1.4471985817839996,0.538077882217533,1.4480026411356883,0.3107692307692308
58,Saturday,08,1.444788623989805,0.4129100326107808,1.3551502145922747,0.46923076923076923
59,Sunday,08,1.4253575506753562,0.4143487435258009,1.2189666556619345,0.4153846153846154
60,Thursday,08,1.4667810660593403,0.6010934202954153,1.3492076592934963,0.48923076923076925
61,Tuesday,08,1.452573670895659,0.5156339919432189,1.3321228128095082,0.4061538461538462
62,Wednesday,08,1.462818244660285,0.5637691485571785,1.3873390557939913,0.3657142857142857
63,Friday,09,1.49147367026478,0.6103011701515443,1.4210135358204026,0.8692307692307693
64,Monday,09,1.4540583394844038,0.7658977556109726,1.453862660944206,0.5966666666666667
65,Saturday,09,1.4457601776555273,0.4474390945712642,1.3635688345988775,0.8092307692307692
66,Sunday,09,1.42177415793425,0.476501055054671,1.3038956751403104,0.8153846153846154
67,Thursday,09,1.4801430833580427,0.7228083637061193,1.3809012875536482,0.8707692307692307
68,Tuesday,09,1.466036628834956,0.586994053328218,1.3464839881148893,0.7461538461538461
69,Wednesday,09,1.4776393949690103,0.6669041681510509,1.3261802575107295,0.66
70,Friday,10,1.5226264754682701,0.6816612315365433,1.4561736546715087,1.1307692307692307
71,Monday,10,1.4953094146073727,0.8876846345674275,1.4499834929019477,0.8769230769230769
72,Saturday,10,1.4516904402904567,0.5173604450412431,1.361092769891053,1.1553846153846155
73,Sunday,10,1.424045322347627,0.5121810857471705,1.355397821063057,1.1523076923076923
74,Thursday,10,1.512570264149039,0.8514291195089201,1.349702872235061,1.1676923076923076
75,Tuesday,10,1.5017191452851257,0.6419528102819874,1.3761967646087818,1.086153846153846
76,Wednesday,10,1.5128000843575353,0.7238154613466333,1.3070968730839976,0.9628571428571429
77,Friday,11,1.573286059466655,0.7616535584116632,1.414328161109277,1.26
78,Monday,11,1.5511043536960045,0.8732975254172263,1.450726312314295,0.9923076923076923
79,Saturday,11,1.482098808269562,0.5265681948973719,1.3833773522614725,1.3753846153846152
80,Sunday,11,1.445861118296122,0.5150585075772108,1.3390557939914163,1.283076923076923
81,Thursday,11,1.5643275776138894,0.9037981968156531,1.375701551667217,1.3492307692307692
82,Tuesday,11,1.557350055832792,0.7066948014578938,1.391053152855728,1.2707692307692307
83,Wednesday,11,1.5624070016754346,0.7227467046669042,1.2799662783568362,1.0857142857142856
84,Friday,12,1.6170690623245367,0.7993477843851908,1.4004621987454606,1.2584615384615385
85,Monday,12,1.5973099319281554,0.8850949549203914,1.450726312314295,1.0461538461538462
86,Saturday,12,1.5246831410203836,0.5927488969882985,1.3997193793331133,1.393846153846154
87,Sunday,12,1.4839031222201895,0.5562056397467868,1.351436117530538,1.2938461538461539
88,Thursday,12,1.6105836261663375,0.9184730481488586,1.3900627269725983,1.3153846153846156
89,Tuesday,12,1.602091994776322,0.7792058315749089,1.340046219874546,1.2153846153846155
90,Wednesday,12,1.6061674731403264,0.775650160313502,1.2939914163090127,1.1742857142857144
91,Friday,13,1.6530922534367134,0.8059658545942836,1.4413172664245624,1.1846153846153846
92,Monday,13,1.634405617346649,0.8974678687895646,1.3776824034334763,1.0476923076923077
93,Saturday,13,1.5659047751231792,0.7187799731440628,1.4017002310993727,1.3707692307692307
94,Sunday,13,1.5221343898453716,0.5688662957989641,1.431413007593265,1.3415384615384613
95,Thursday,13,1.645054854929373,0.9843660080567811,1.3880818752063389,1.2030769230769232
96,Tuesday,13,1.6362856367777223,0.8632265490120852,1.3568834598877517,1.2184615384615385
97,Wednesday,13,1.6371688673829248,0.814125400783755,1.3523911710606988,1.2257142857142858
98,Friday,14,1.6795260836924086,0.831574908881642,1.4435457246616044,1.116923076923077
99,Monday,14,1.6619245594887355,0.9135814310377902,1.3672829316606139,1.0461538461538462
100,Saturday,14,1.5977136944905337,0.7066948014578938,1.3841201716738198,1.366153846153846
101,Sunday,14,1.5561135329855087,0.6238250527527336,1.450726312314295,1.3092307692307692
102,Thursday,14,1.668334290166489,0.9892576251678497,1.3885770881479036,1.2415384615384615
103,Tuesday,14,1.6587827820502308,0.8640897755610972,1.371739848134698,1.1892307692307693
104,Wednesday,14,1.6598399550093144,0.8363021018881368,1.361817903126916,1.1157142857142857
105,Friday,15,1.69754503950354,0.8855985037406483,1.4434012875536482,0.96
106,Monday,15,1.675210871306992,0.9181853059658546,1.3529217563552327,1.02
107,Saturday,15,1.620450573784454,0.7662574333397276,1.3947672499174644,1.036923076923077
108,Sunday,15,1.5820048072980082,0.6900057548436601,1.456916474083856,1.2107692307692308
109,Thursday,15,1.6842072058999804,1.0148666794552081,1.3568834598877517,1.2061538461538461
110,Tuesday,15,1.6734317925165134,0.8494149242278918,1.4140805546384945,1.1676923076923076
111,Wednesday,15,1.670361214279856,0.8745101531884574,1.4029736358062537,1.1885714285714286
112,Friday,16,1.7045025834495202,0.8581670822942643,1.4425965665236051,0.9366666666666666
113,Monday,16,1.6852039947258517,0.9377517744101286,1.341779465170023,0.8923076923076922
114,Saturday,16,1.6332447999798119,0.8672549395741416,1.310581049851436,0.9861538461538462
115,Sunday,16,1.598155309793135,0.7714367926338,1.3150379663255198,1.0584615384615383
116,Thursday,16,1.6951340302443394,1.043640897755611,1.3187520633872565,1.1153846153846154
117,Tuesday,16,1.6857465506690472,0.8157490888164205,1.3722350610762628,1.066153846153846
118,Wednesday,16,1.6809176225234619,0.9306198788742429,1.4259656652360515,1.0
119,Friday,17,1.709792503895678,0.9102244389027431,1.4238197424892702,0.7466666666666667
120,Monday,17,1.6946545622015152,0.9463840399002493,1.3940244305051173,0.66
121,Saturday,17,1.6370931619024787,0.8594859006330329,1.3034004621987454,0.783076923076923
122,Sunday,17,1.6089685759168249,0.8753117206982544,1.298695939253879,0.7461538461538461
123,Thursday,17,1.7044584219192602,1.064070592748897,1.337817761637504,0.8861538461538461
124,Tuesday,17,1.6975187528783855,0.8476884711298676,1.3737206999009572,0.8461538461538461
125,Wednesday,17,1.690196951412403,0.9303526897043106,1.4252759043531575,0.8085714285714286
126,Friday,18,1.702982165050565,0.8499904085939,1.3516837240013204,0.43076923076923074
127,Monday,18,1.69937353714931,0.9337233838480721,1.344007923407065,0.4153846153846154
128,Saturday,18,1.6375978651054515,0.719355457510071,1.347474413998019,0.4661538461538462
129,Sunday,18,1.618103703890631,0.9662382505275274,1.3229613733905579,0.4630769230769231
130,Thursday,18,1.7077263751585083,0.9685401879915596,1.325932651039947,0.5430769230769231
