,Season,Day,Hour,U1,U2,U3,Load,Dispatch Cost
0,summer,Sunday,0,0.9000000000000002,0.6847932924944323,0.0,1.5847932924944326,343.7348983338483
1,summer,Sunday,1,1.1000000000000012,0.4721504772599652,0.0,1.5721504772599664,343.7348983338483
2,summer,Sunday,2,1.300000000000002,0.25645420764751337,0.0,1.5564542076475154,343.7348983338483
3,summer,Sunday,3,1.5,0.018752878385454474,0.0,1.5187528783854545,343.7348983338483
4,summer,Sunday,4,1.4717376300399392,0.01203931637950717,0.0,1.4837769464194464,343.7348983338483
5,summer,Sunday,5,1.2717376300399383,0.18656442220946068,0.0,1.458302052249399,343.7348983338483
6,summer,Sunday,6,1.0717376300399375,0.35630191345601525,0.012307692307692308,1.440347235803645,343.7348983338483
7,summer,Sunday,7,0.8717376300399365,0.41792339867136696,0.14153846153846156,1.4311994902497651,343.7348983338483
8,summer,Sunday,8,0.6717376300399359,0.3382353052508048,0.4153846153846154,1.4253575506753562,343.7348983338483
9,summer,Sunday,9,0.47173763003993513,0.1346519125096995,0.8153846153846154,1.42177415793425,343.7348983338483
10,summer,Sunday,10,0.2717376300399348,0.0,1.1523076923076923,1.424045322347627,343.7348983338483
11,summer,Sunday,11,0.16278419521919907,0.0,1.283076923076923,1.445861118296122,343.7348983338483
12,summer,Sunday,12,0.19005696837403563,0.0,1.2938461538461539,1.4839031222201895,343.7348983338483
13,summer,Sunday,13,0.1805959283069103,0.0,1.3415384615384613,1.5221343898453716,343.7348983338483
14,summer,Sunday,14,0.2468827637547395,0.0,1.3092307692307692,1.5561135329855087,343.7348983338483
15,summer,Sunday,15,0.37123557652877737,0.0,1.2107692307692308,1.5820048072980082,343.7348983338483
16,summer,Sunday,16,0.5396937713315966,0.0,1.0584615384615383,1.598155309793135,343.7348983338483
17,summer,Sunday,17,0.7396937713315971,0.12312095843138171,0.7461538461538461,1.6089685759168249,343.7348983338483
18,summer,Sunday,18,0.9396937713315978,0.21533300948210998,0.4630769230769231,1.618103703890631,343.7348983338483
19,summer,Sunday,19,1.1396937713315984,0.28538922080134044,0.2030769230769231,1.628159915209862,343.7348983338483
20,summer,Sunday,20,1.339693771331599,0.25814647748707986,0.04461538461538461,1.6424556334340639,343.7348983338483
21,summer,Sunday,21,1.5,0.15035423856058627,0.0,1.6503542385605863,343.7348983338483
22,summer,Sunday,22,1.5,0.1356673753540807,0.0,1.6356673753540807,343.7348983338483
23,summer,Sunday,23,1.5,0.11477266275101083,0.0,1.6147726627510108,343.7348983338483
0,summer,Monday,0,0.9000000000000002,0.6952406487959671,0.0,1.5952406487959674,365.7799048213875
1,summer,Monday,1,1.100000000000001,0.47911538146098853,0.0,1.5791153814609895,365.7799048213875
2,summer,Monday,2,1.3000000000000018,0.2595581323457954,0.0,1.5595581323457972,365.7799048213875
3,summer,Monday,3,1.5,0.01418531439855153,0.0,1.5141853143985515,365.7799048213875
4,summer,Monday,4,1.4798528790163334,0.0,0.0,1.4798528790163334,365.7799048213875
5,summer,Monday,5,1.457343116163751,0.0,0.0,1.457343116163751,365.7799048213875
6,summer,Monday,6,1.418386337684297,0.016389227110131133,0.00923076923076923,1.4440063340251972,365.7799048213875
7,summer,Monday,7,1.218386337684297,0.14206360522115324,0.08307692307692308,1.4435268659823732,365.7799048213875
8,summer,Monday,8,1.018386337684297,0.11804301333047196,0.3107692307692308,1.4471985817839996,365.7799048213875
9,summer,Monday,9,0.8183863376842957,0.0390053351334414,0.5966666666666667,1.4540583394844038,365.7799048213875
10,summer,Monday,10,0.6183863376842957,0.0,0.8769230769230769,1.4953094146073727,365.7799048213875
11,summer,Monday,11,0.5587966613883122,0.0,0.9923076923076923,1.5511043536960045,365.7799048213875
12,summer,Monday,12,0.5511560857743092,0.0,1.0461538461538462,1.5973099319281554,365.7799048213875
13,summer,Monday,13,0.5867133096543413,0.0,1.0476923076923077,1.634405617346649,365.7799048213875
14,summer,Monday,14,0.6157707133348893,0.0,1.0461538461538462,1.6619245594887355,365.7799048213875
15,summer,Monday,15,0.655210871306992,0.0,1.02,1.675210871306992,365.7799048213875
16,summer,Monday,16,0.7928963024181594,0.0,0.8923076923076922,1.6852039947258517,365.7799048213875
17,summer,Monday,17,0.9928963024181601,0.041758259783355234,0.66,1.6946545622015152,365.7799048213875
18,summer,Monday,18,1.1928963024181607,0.09109261934653379,0.4153846153846154,1.69937353714931,365.7799048213875
19,summer,Monday,19,1.3928963024181613,0.16321546410613696,0.15076923076923077,1.706880997293529,365.7799048213875
20,summer,Monday,20,1.5000000000000004,0.1852325104568191,0.02769230769230769,1.7129248181491272,365.7799048213875
21,summer,Monday,21,1.5000000000000004,0.20975868878107828,0.0015384615384615385,1.7112971503195402,365.7799048213875
22,summer,Monday,22,1.5,0.18794200960197838,0.0,1.6879420096019784,365.7799048213875
23,summer,Monday,23,1.5,0.16221476383044497,0.0,1.662214763830445,365.7799048213875
0,summer,Tuesday,0,0.9000000000000001,0.734809379909027,0.0,1.634809379909027,360.15562775615246
