,Day,Hour,Load,U1,U2,U3
69,Wednesday,09,1.8009308619699826,0.7205423940149626,1.1254023605150214,0.2475
70,Friday,10,1.7923603707045026,0.7570137157107233,1.0940182403433476,0.625
71,Monday,10,1.7919935846615092,0.8029925187032418,1.2228183118741058,0.3488888888888889
72,Saturday,10,1.712822475555191,0.5864505403158771,1.1852646638054365,0.5955555555555555
73,Sunday,10,1.6976224974256633,0.5802161263507898,1.2525035765379113,0.43333333333333335
74,Thursday,10,1.7926884277864348,0.5914900249376559,1.1958154506437768,0.395
75,Tuesday,10,1.8127204133519232,0.7485972568578554,1.0666577253218885,0.36
76,Wednesday,10,1.8064463216599689,0.6892144638403991,1.1258047210300428,0.56
77,Friday,11,1.790576560321496,0.8196695760598504,1.113733905579399,0.7575000000000001
78,Monday,11,1.7901892707108813,0.740648379052369,1.217453505007153,0.56
79,Saturday,11,1.718709277636531,0.5881130507065669,1.1956366237482117,0.7511111111111111
80,Sunday,11,1.7091956222604956,0.5689941812136327,1.1992131616595136,0.6822222222222222
81,Thursday,11,1.793549577626507,0.6265586034912718,1.2509388412017166,0.6675
82,Tuesday,11,1.8128434347576479,0.8051745635910225,1.0791309012875536,0.59
83,Wednesday,11,1.8087427212334946,0.6845386533665836,1.1274141630901289,0.7474999999999999
84,Friday,12,1.7825186582465349,0.7387780548628429,1.0895922746781115,0.8200000000000001
85,Monday,12,1.7914468228582885,0.7668329177057357,1.2206723891273248,0.6533333333333333
86,Saturday,12,1.7179802618989037,0.6026600166251039,1.2224606580829755,0.7799999999999999
87,Sunday,12,1.7101797935062923,0.5261845386533666,1.1899141630901289,0.8488888888888889
88,Thursday,12,1.7880751250717624,0.6186097256857855,1.260997854077253,0.7275
89,Tuesday,12,1.8051340933322397,0.8117206982543641,1.0964324034334765,0.405
90,Wednesday,12,1.8047240219798244,0.7724438902743143,1.128621244635193,0.745
91,Friday,13,1.7775362913146888,0.6822007481296758,1.0582081545064377,0.82
