,Season,Day,Hour,U1,U2,U3,Load,Dispatch Cost
0,spring,Tuesday,0,0.9000000000000001,0.6098241379714355,0.0,1.5098241379714357,408.4114515354241
1,spring,Tuesday,1,1.1000000000000008,0.39172241684338704,0.0,1.4917224168433878,408.4114515354241
2,spring,Tuesday,2,1.2815409309791335,0.19999999999999973,0.0,1.4815409309791332,408.4114515354241
3,spring,Tuesday,3,1.2789633396210944,0.19999999999999973,0.0,1.4789633396210942,408.4114515354241
4,spring,Tuesday,4,1.2853018710969997,0.19999999999999973,0.0,1.4853018710969994,408.4114515354241
5,spring,Tuesday,5,1.3090625768883788,0.19999999999999973,0.0,1.5090625768883785,408.4114515354241
6,spring,Tuesday,6,1.3281421424470743,0.21634954482079594,0.018571428571428572,1.563063115839299,408.4114515354241
7,spring,Tuesday,7,1.128142142447074,0.4103141146559477,0.07714285714285715,1.6155991142458788,408.4114515354241
8,spring,Tuesday,8,0.9281421424470733,0.4461671216505938,0.25857142857142856,1.6328806926690957,408.4114515354241
9,spring,Tuesday,9,0.7281421424470726,0.3286643390235604,0.5814285714285715,1.6382350528992045,408.4114515354241
10,spring,Tuesday,10,0.5281421424470717,0.19999999999999973,0.9114285714285714,1.6395707138756428,408.4114515354241
11,spring,Tuesday,11,0.3869018523508807,0.19999999999999973,1.0542857142857143,1.6411875666365947,408.4114515354241
12,spring,Tuesday,12,0.3935986690255535,0.19999999999999973,1.0457142857142858,1.639312954739839,408.4114515354241
13,spring,Tuesday,13,0.43675961617321457,0.19999999999999973,1.0014285714285713,1.6381881876017856,408.4114515354241
14,spring,Tuesday,14,0.5780342350997648,0.19999999999999973,0.8571428571428571,1.6351770922426216,408.4114515354241
15,spring,Tuesday,15,0.596021487738867,0.19999999999999973,0.8414285714285714,1.6374500591674381,408.4114515354241
16,spring,Tuesday,16,0.6685672106946627,0.19999999999999807,0.7771428571428572,1.645710067837518,408.4114515354241
17,spring,Tuesday,17,0.8685672106946627,0.26277512858665775,0.5142857142857143,1.645628053567035,408.4114515354241
18,spring,Tuesday,18,1.0685672106946627,0.2837009525371681,0.2742857142857143,1.626553877517545,408.4114515354241
19,spring,Tuesday,19,1.2685672106946633,0.27440147157033645,0.08,1.6229686822649998,408.4114515354241
20,spring,Tuesday,20,1.4099600473339509,0.19999999999999973,0.014285714285714287,1.6242457616196648,408.4114515354241
21,spring,Tuesday,21,1.4102916193131894,0.19999999999999973,0.0,1.610291619313189,408.4114515354241
22,spring,Tuesday,22,1.3782474722030207,0.19999999999999973,0.0,1.5782474722030204,408.4114515354241
23,spring,Tuesday,23,1.3336434253845886,0.19999999999999973,0.0,1.5336434253845883,408.4114515354241
0,spring,Wednesday,0,0.9000000000000001,0.6110687721201948,0.0,1.511068772120195,411.8877035373383
1,spring,Wednesday,1,1.1000000000000008,0.3954860607284121,0.0,1.4954860607284128,411.8877035373383
2,spring,Wednesday,2,1.287536985281593,0.19999999999999973,0.0,1.4875369852815927,411.8877035373383
3,spring,Wednesday,3,1.2878650423635254,0.19999999999999973,0.0,1.4878650423635251,411.8877035373383
4,spring,Wednesday,4,1.2970758758177772,0.19999999999999973,0.0,1.497075875817777,411.8877035373383
5,spring,Wednesday,5,1.3208978669980886,0.19999999999999973,0.0,1.5208978669980884,411.8877035373383
6,spring,Wednesday,6,1.3589469367669977,0.19999999999999973,0.012307692307692308,1.5712546290746898,411.8877035373383
7,spring,Wednesday,7,1.1774426688705397,0.3824814994732135,0.06615384615384616,1.6260780144975995,411.8877035373383
8,spring,Wednesday,8,0.9774426688705384,0.4053284040653833,0.26,1.6427710729359217,411.8877035373383
9,spring,Wednesday,9,0.7774426688705385,0.25000952627295514,0.62,1.6474521951434935,411.8877035373383
10,spring,Wednesday,10,0.5774426688705377,0.19999999999999973,0.8753846153846153,1.6528272842551528,411.8877035373383
11,spring,Wednesday,11,0.5687444876947052,0.19999999999999973,0.8892307692307693,1.6579752569254742,411.8877035373383
12,spring,Wednesday,12,0.537444435331748,0.19999999999999973,0.9184615384615384,1.6559059737932862,411.8877035373383
13,spring,Wednesday,13,0.5741647477430306,0.19999999999999973,0.88,1.6541647477430304,411.8877035373383
14,spring,Wednesday,14,0.6003646480641481,0.19999999999999973,0.8461538461538461,1.646518494217994,411.8877035373383
15,spring,Wednesday,15,0.5606918219154751,0.19999999999999973,0.8846153846153846,1.6453072065308594,411.8877035373383
16,spring,Wednesday,16,0.7421067573450091,0.19999999999999973,0.7076923076923076,1.6497990650373164,411.8877035373383
17,spring,Wednesday,17,0.9421067573450097,0.23632916742897758,0.4692307692307693,1.6476666940047566,411.8877035373383
18,spring,Wednesday,18,1.1421067573450103,0.20156571551142055,0.2876923076923077,1.6313647805487386,411.8877035373383
19,spring,Wednesday,19,1.342106757345011,0.2065164754051798,0.07384615384615384,1.6224693865963447,411.8877035373383
20,spring,Wednesday,20,1.409669608665754,0.19999999999999973,0.012307692307692308,1.6219773009734462,411.8877035373383
21,spring,Wednesday,21,1.414558163889748,0.19999999999999973,0.0,1.6145581638897477,411.8877035373383
22,spring,Wednesday,22,1.3788377946993549,0.19999999999999973,0.0,1.5788377946993546,411.8877035373383
23,spring,Wednesday,23,1.3362029916282359,0.19999999999999973,0.0,1.5362029916282356,411.8877035373383
0,spring,Thursday,0,0.9000000000000001,0.6079143771016156,0.0,1.5079143771016157,413.62672277283923
1,spring,Thursday,1,1.1000000000000008,0.39355557097704175,0.0,1.4935555709770425,413.62672277283923
2,spring,Thursday,2,1.2842311793021217,0.19999999999999973,0.0,1.4842311793021215,413.62672277283923
3,spring,Thursday,3,1.2815183995861437,0.19999999999999973,0.0,1.4815183995861434,413.62672277283923
4,spring,Thursday,4,1.2886599499082074,0.19999999999999973,0.0,1.4886599499082072,413.62672277283923
5,spring,Thursday,5,1.3111444776006413,0.19999999999999973,0.0,1.511144477600641,413.62672277283923
6,spring,Thursday,6,1.3539224902056037,0.19999999999999973,0.007692307692307693,1.5616147978979111,413.62672277283923
7,spring,Thursday,7,1.2837552441817215,0.2842984310039147,0.050769230769230775,1.6188229059548669,413.62672277283923
8,spring,Thursday,8,1.0837552441817209,0.3393160009841689,0.21538461538461537,1.638455860550505,413.62672277283923
9,spring,Thursday,9,0.8837552441817202,0.3143003867288272,0.44615384615384623,1.6442094770643938,413.62672277283923
10,spring,Thursday,10,0.6837552441817196,0.25361992063542016,0.7076923076923076,1.6450674725094474,413.62672277283923
11,spring,Thursday,11,0.48375524418171867,0.19999999999999973,0.9600000000000001,1.6437552441817185,413.62672277283923
12,spring,Thursday,12,0.47193698780510906,0.19999999999999973,0.9676923076923077,1.6396292954974165,413.62672277283923
13,spring,Thursday,13,0.4362865200083279,0.19999999999999973,1.0015384615384615,1.6378249815467891,413.62672277283923
14,spring,Thursday,14,0.4427053353437349,0.19999999999999973,0.9953846153846153,1.63808995072835,413.62672277283923
15,spring,Thursday,15,0.5068574024187905,0.19999999999999973,0.9369230769230769,1.643780479341867,413.62672277283923
16,spring,Thursday,16,0.7031026629402749,0.19999999999999973,0.7461538461538461,1.6492565090941207,413.62672277283923
17,spring,Thursday,17,0.903102662940275,0.34853326940426066,0.39076923076923076,1.6424051631137664,413.62672277283923
18,spring,Thursday,18,1.103102662940275,0.31461519535168314,0.20923076923076925,1.6269486275227274,413.62672277283923
19,spring,Thursday,19,1.303102662940275,0.25440978114807344,0.06307692307692309,1.6205893671652716,413.62672277283923
20,spring,Thursday,20,1.4110936287529419,0.19999999999999973,0.00923076923076923,1.6203243979837108,413.62672277283923
21,spring,Thursday,21,1.4098644241021017,0.19999999999999973,0.0,1.6098644241021014,413.62672277283923
22,spring,Thursday,22,1.3764026017450117,0.19999999999999973,0.0,1.5764026017450115,413.62672277283923
23,spring,Thursday,23,1.3357361411654862,0.19999999999999973,0.0,1.535736141165486,413.62672277283923
0,spring,Friday,0,0.9000000000000001,0.609289693329716,0.0,1.5092896933297162,405.0714520942025
1,spring,Friday,1,1.1000000000000008,0.3952589442870744,0.0,1.4952589442870752,405.0714520942025
2,spring,Friday,2,1.2868051656372825,0.19999999999999973,0.0,1.4868051656372823,405.0714520942025
3,spring,Friday,3,1.2861616690534925,0.19999999999999973,0.0,1.4861616690534922,405.0714520942025
4,spring,Friday,4,1.2933032193755563,0.19999999999999973,0.0,1.493303219375556,405.0714520942025
5,spring,Friday,5,1.3132642310531268,0.19999999999999973,0.0,1.5132642310531266,405.0714520942025
6,spring,Friday,6,1.3151310020251243,0.2404922117986963,0.003076923076923077,1.5587001369007436,405.0714520942025
7,spring,Friday,7,1.1151310020251237,0.4328046987868177,0.06307692307692309,1.6110126238888645,405.0714520942025
8,spring,Friday,8,0.9151310020251231,0.4801587291573335,0.24153846153846154,1.636828192720918,405.0714520942025
9,spring,Friday,9,0.7151310020251225,0.36141051927650714,0.5661538461538462,1.6426953674554758,405.0714520942025
10,spring,Friday,10,0.5151310020251219,0.19999999999999973,0.9307692307692308,1.6459002327943524,405.0714520942025
11,spring,Friday,11,0.31819530752197056,0.19999999999999973,1.1276923076923078,1.645887615214278,405.0714520942025
